item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id
Bag,Free Size,White,Accessories,Autumn,3.0,1063.29,Yes,Standard,PayPal,4839
Pants,L,White,Clothing,Winter,4.4,78.0,Yes,2-Day Shipping,Venmo,1281
Shirt,M,White,Clothing,Winter,4.0,1108.88,No,Standard,Credit Card,4727
Dress,M,Cyan,Clothing,Winter,3.2,91.0,Yes,Express,PayPal,943
Belt,Free Size,Olive,Accessories,Fall,4.1,84.0,No,Next Day Air,Cash,3237
Sunglasses,Free Size,Magenta,Accessories,Spring,4.0,24.0,Yes,Standard,Bank Transfer,1320
Watch,Not Applicable,White,Electronics,Summer,3.0759493670886076,576.66,No,Express,Credit Card,4749
Boots,M,Indigo,Footwear,Winter,4.5,68.0,Yes,Express,Debit Card,495
Phone,Not Applicable,Black,Electronics,Spring,2.9156626506024095,752.5371604938272,Yes,Express,Credit Card,5093
Shirt,M,Gold,Clothing,Summer,3.5,33.0,Yes,Express,Debit Card,857
Jeans,M,Violet,Clothing,Spring,3.1,93.0,No,Express,Cash,2611
Sandals,L,Teal,Footwear,Summer,3.8,37.0,Yes,Express,Credit Card,1013
Sunglasses,Free Size,Red,Accessories,Winter,4.9,58.0,No,Next Day Air,Credit Card,3196
Sunglasses,Free Size,Charcoal,Accessories,Winter,2.8,48.0,Yes,Free Shipping,Venmo,1603
Sandals,M,Blue,Footwear,Spring,4.6,39.0,No,Standard,PayPal,2782
Gloves,Free Size,Black,Accessories,Fall,3.9,37.0,Yes,Next Day Air,Venmo,1660
Hat,Free Size,Maroon,Accessories,Winter,4.3,39.0,No,Next Day Air,Venmo,2143
Phone,Not Applicable,Green,Electronics,Summer,2.9156626506024095,752.5371604938272,Yes,Express,Credit Card,4187
Shoes,XL,Pink,Footwear,Fall,3.0,36.0,Yes,2-Day Shipping,Credit Card,1053
Hoodie,S,Peach,Clothing,Fall,4.2,82.0,No,Free Shipping,Bank Transfer,2720
Phone,Not Applicable,Blue,Electronics,Summer,4.0,752.5371604938272,No,Standard,Debit Card,4735
Backpack,Free Size,Peach,Accessories,Summer,3.2,49.0,No,Free Shipping,Venmo,2589
Watch,Not Applicable,Black,Electronics,Winter,5.0,808.22,Yes,Express,Cash,4858
Watch,Not Applicable,Blue,Electronics,Summer,2.0,202.12,No,Standard,Cash,4536
Bag,Free Size,White,Accessories,Summer,5.0,12.41,Yes,Standard,Credit Card,5076
Shirt,M,Orange,Clothing,Fall,3.4,70.0,Yes,2-Day Shipping,PayPal,590
Laptop,Not Applicable,Blue,Electronics,Spring,1.0,809.5398611111111,Yes,Standard,Debit Card,4429
Sweater,M,Gray,Clothing,Winter,4.8,89.0,Yes,Next Day Air,Credit Card,128
Blouse,S,Beige,Clothing,Spring,3.9,77.0,No,2-Day Shipping,Debit Card,1870
Shirt,M,Gray,Clothing,Summer,2.6,32.0,No,Store Pickup,PayPal,1948
Coat,M,Silver,Outerwear,Winter,4.1,36.0,Yes,Standard,Bank Transfer,932
Jacket,M,Brown,Outerwear,Fall,3.5,73.0,No,Express,Bank Transfer,3299
Shorts,M,Turquoise,Clothing,Fall,4.7,73.0,No,Next Day Air,Debit Card,2819
Sweater,S,Olive,Clothing,Winter,3.6,45.0,No,Store Pickup,Credit Card,2715
Gloves,Free Size,Silver,Accessories,Summer,2.9,91.0,Yes,Express,Bank Transfer,208
Blouse,XL,Gray,Clothing,Summer,4.5,31.0,No,Express,Credit Card,2234
Boots,S,Magenta,Footwear,Summer,4.9,70.0,No,2-Day Shipping,Venmo,3055
Coat,S,Olive,Outerwear,Spring,2.7,100.0,Yes,Store Pickup,PayPal,1457
Shorts,S,Pink,Clothing,Summer,3.7,84.0,No,Express,Cash,2467
Scarf,Free Size,Magenta,Accessories,Summer,4.6,37.0,No,Standard,PayPal,2833
Sandals,M,Cyan,Footwear,Winter,3.4,82.0,No,Store Pickup,PayPal,2006
Jewelry,Free Size,Pink,Accessories,Fall,4.7,30.0,Yes,Store Pickup,Debit Card,1597
Shorts,L,Turquoise,Clothing,Winter,2.6,96.0,No,Store Pickup,Venmo,1803
Sandals,M,Beige,Footwear,Spring,3.7,94.0,No,Express,Bank Transfer,2012
Headphones,Not Applicable,White,Electronics,Autumn,5.0,525.18,Yes,Express,PayPal,4826
Sandals,L,Orange,Footwear,Spring,3.1,44.0,No,2-Day Shipping,PayPal,3736
Dress,M,Silver,Clothing,Summer,3.7,32.0,Yes,Store Pickup,Bank Transfer,1549
Hoodie,L,Pink,Clothing,Spring,3.7,41.0,Yes,2-Day Shipping,Cash,87
Watch,Not Applicable,Green,Electronics,Spring,4.0,662.1159090909091,Yes,Standard,Credit Card,4547
Headphones,Not Applicable,Green,Electronics,Summer,3.0,492.76,No,Express,Credit Card,4580
Hoodie,S,Purple,Clothing,Summer,4.2,42.0,Yes,Express,Venmo,646
Shorts,S,Peach,Clothing,Spring,3.4,28.0,No,Express,PayPal,2527
Coat,M,Magenta,Outerwear,Fall,3.8,57.0,No,2-Day Shipping,Debit Card,2714
Bag,Free Size,Green,Accessories,Winter,3.159090909090909,583.34,No,Express,PayPal,4403
Jeans,L,Violet,Clothing,Summer,3.1,24.0,No,Next Day Air,PayPal,2080
Jewelry,Free Size,Gray,Accessories,Fall,4.4,34.0,No,Standard,Credit Card,2107
Gloves,Free Size,Charcoal,Accessories,Spring,2.5,92.0,No,Express,Cash,3796
Coat,M,Peach,Outerwear,Winter,3.2,56.0,Yes,Free Shipping,Debit Card,1675
Shoes,XL,Red,Footwear,Fall,2.6,26.0,No,Free Shipping,PayPal,3071
Phone,Not Applicable,Blue,Electronics,Spring,1.0,10.12,Yes,Standard,Credit Card,4181
Belt,Free Size,Brown,Accessories,Spring,4.5,30.0,Yes,Standard,Credit Card,1082
Jeans,L,Magenta,Clothing,Winter,4.9,77.0,Yes,Standard,Credit Card,262
Pants,M,Gold,Clothing,Fall,3.6,36.0,No,Express,Bank Transfer,2528
T-shirt,M,Charcoal,Clothing,Fall,3.8,41.0,No,Store Pickup,Debit Card,2763
Jewelry,Free Size,Lavender,Accessories,Summer,3.9,41.0,Yes,Standard,PayPal,1131
Shirt,M,Red,Clothing,Autumn,3.4741258741258743,875.62,No,Express,Credit Card,4376
Hat,Free Size,Peach,Accessories,Spring,4.0,77.0,No,2-Day Shipping,Debit Card,2380
Hoodie,XL,Pink,Clothing,Winter,3.1,51.0,Yes,Express,Credit Card,1242
Shoes,L,Black,Footwear,Spring,5.0,277.3683027522936,No,Express,PayPal,4702
Shirt,M,Peach,Clothing,Summer,4.9,36.0,No,Store Pickup,Bank Transfer,3091
Socks,M,Pink,Clothing,Winter,4.9,37.0,No,Express,Credit Card,1957
Belt,Free Size,Gold,Accessories,Summer,4.3,81.0,Yes,Free Shipping,Cash,921
Shirt,M,Magenta,Clothing,Spring,4.2,70.0,No,2-Day Shipping,Cash,2924
Bag,Free Size,Black,Accessories,Spring,5.0,737.5294936708862,No,Express,PayPal,4521
Pants,M,Yellow,Clothing,Summer,4.5,20.0,No,Store Pickup,Venmo,3131
Sneakers,S,Teal,Footwear,Spring,3.8,36.0,No,Express,Venmo,2231
Hat,Free Size,Black,Accessories,Winter,3.8,30.0,Yes,Standard,PayPal,460
Socks,L,Gray,Clothing,Fall,4.9,90.0,No,Free Shipping,PayPal,2246
Backpack,Free Size,Lavender,Accessories,Winter,4.0,85.0,Yes,Express,Credit Card,276
Blouse,L,Charcoal,Clothing,Winter,4.8,26.0,Yes,Store Pickup,Venmo,866
Sunglasses,Free Size,Charcoal,Accessories,Winter,4.5,95.0,Yes,Next Day Air,Debit Card,86
Socks,L,Red,Clothing,Summer,4.8,63.0,No,Store Pickup,Cash,3094
Shorts,XL,Peach,Clothing,Summer,4.4,23.0,No,Store Pickup,Venmo,2593
Skirt,L,Teal,Clothing,Spring,4.8,69.0,No,Express,Debit Card,3757
Socks,M,Lavender,Clothing,Winter,4.2,73.0,No,Next Day Air,Bank Transfer,3431
Jeans,S,Maroon,Clothing,Winter,4.4,66.0,Yes,Free Shipping,Cash,971
Skirt,S,Cyan,Clothing,Spring,3.6,98.0,No,Free Shipping,Debit Card,2531
Shoes,S,Maroon,Footwear,Spring,4.4,23.0,No,Standard,Cash,3462
Headphones,Not Applicable,Black,Electronics,Winter,3.1139240506329116,1340.78,No,Express,Cash,4779
Jeans,S,Pink,Clothing,Winter,3.0,80.0,Yes,Free Shipping,PayPal,1591
Sneakers,M,Blue,Footwear,Spring,2.9,40.0,No,Free Shipping,Bank Transfer,2066
Gloves,Free Size,Magenta,Accessories,Winter,4.6,72.0,No,Express,Venmo,2455
Hat,Free Size,Maroon,Accessories,Fall,3.0,89.0,Yes,Express,Credit Card,1188
Backpack,Free Size,Green,Accessories,Fall,4.7,62.0,No,Next Day Air,Bank Transfer,3503
Sneakers,L,Gold,Footwear,Winter,3.0,61.0,Yes,Standard,Credit Card,973
Sandals,M,Brown,Footwear,Summer,3.1,42.0,No,Express,Bank Transfer,1763
Hat,Free Size,Gray,Accessories,Fall,3.3,98.0,Yes,Free Shipping,Bank Transfer,901
Shirt,M,Blue,Clothing,Spring,3.4741258741258743,261.1362046204621,No,Express,Cash,4206
Dress,M,Red,Clothing,Winter,3.756172839506173,83.0,Yes,Free Shipping,PayPal,1177
Jewelry,Free Size,Peach,Accessories,Winter,4.8,82.0,No,Store Pickup,Credit Card,2423
Bag,Free Size,Green,Accessories,Spring,2.0,708.58,Yes,Standard,Debit Card,4265
Sneakers,S,Pink,Footwear,Winter,3.2,83.0,Yes,2-Day Shipping,PayPal,372
Jeans,L,Pink,Clothing,Winter,3.8,60.0,No,Standard,Cash,3399
Pants,M,Charcoal,Clothing,Spring,2.8,64.0,Yes,Store Pickup,Credit Card,1372
Hoodie,M,Pink,Clothing,Spring,3.1,53.0,Yes,Express,Bank Transfer,189
Pants,S,Purple,Clothing,Summer,3.5,20.0,No,Store Pickup,PayPal,3084
Pants,L,Orange,Clothing,Spring,4.2,93.0,Yes,Store Pickup,PayPal,650
Watch,Not Applicable,Red,Electronics,Spring,3.0759493670886076,662.1159090909091,Yes,Standard,Cash,4294
Hoodie,XL,Gold,Clothing,Fall,3.5,44.0,No,Express,PayPal,1888
Shoes,M,White,Footwear,Autumn,3.5454545454545454,277.3683027522936,Yes,Express,Debit Card,4393
Sneakers,L,Pink,Footwear,Summer,3.0,89.0,Yes,Express,Cash,1146
Belt,Free Size,Green,Accessories,Summer,4.0,68.0,No,Free Shipping,Venmo,3236
Shoes,M,White,Footwear,Spring,3.5454545454545454,277.3683027522936,Yes,Express,Credit Card,4982
Sandals,XL,Gray,Footwear,Winter,4.8,64.0,No,2-Day Shipping,PayPal,2672
Shorts,XL,Green,Clothing,Winter,3.6,31.0,No,2-Day Shipping,Cash,3344
Dress,M,Olive,Clothing,Summer,4.5,63.0,No,Standard,Debit Card,2824
Bag,Free Size,Red,Accessories,Summer,3.159090909090909,713.42,No,Standard,PayPal,4216
Shoes,M,Black,Footwear,Spring,3.9,71.0,No,Store Pickup,Venmo,2371
Shirt,M,Blue,Clothing,Winter,3.4741258741258743,1232.0,No,Express,Debit Card,4112
Shoes,M,White,Footwear,Summer,5.0,277.3683027522936,No,Express,PayPal,4490
Gloves,Free Size,Orange,Accessories,Winter,3.2,32.0,Yes,Free Shipping,Credit Card,308
T-shirt,L,Orange,Clothing,Fall,3.1,64.0,No,2-Day Shipping,Bank Transfer,3152
Boots,XL,Teal,Footwear,Spring,4.6,79.0,Yes,Next Day Air,Cash,543
Shoes,L,Charcoal,Footwear,Winter,3.8,67.0,No,Standard,Debit Card,2920
Shorts,M,Indigo,Clothing,Spring,4.9,80.0,No,Next Day Air,Debit Card,3663
Jacket,L,Olive,Outerwear,Fall,3.1,26.0,Yes,Free Shipping,PayPal,859
Dress,S,Gold,Clothing,Spring,3.0,100.0,Yes,Standard,Bank Transfer,1422
T-shirt,S,Purple,Clothing,Fall,4.1,36.0,Yes,Next Day Air,Cash,1085
Sneakers,M,Magenta,Footwear,Winter,4.0,84.0,Yes,Next Day Air,Debit Card,1121
Pants,M,Charcoal,Clothing,Winter,2.8,44.0,No,2-Day Shipping,Credit Card,2984
Shorts,L,Yellow,Clothing,Winter,3.6,76.0,No,Express,Bank Transfer,2657
Blouse,L,Green,Clothing,Summer,3.0,45.0,No,Store Pickup,Debit Card,2288
Boots,XL,Pink,Footwear,Spring,4.9,54.0,Yes,Standard,Venmo,647
Coat,M,Gray,Outerwear,Spring,4.3,29.0,Yes,Express,Credit Card,839
Socks,L,Lavender,Clothing,Fall,2.9,82.0,No,Next Day Air,PayPal,2180
Jacket,M,Turquoise,Outerwear,Spring,3.1,20.0,Yes,Free Shipping,Bank Transfer,868
Sweater,M,Orange,Clothing,Summer,4.0,35.0,Yes,Next Day Air,Bank Transfer,1653
Sunglasses,Free Size,Gray,Accessories,Spring,4.1,36.0,Yes,Next Day Air,Debit Card,17
Sunglasses,Free Size,Silver,Accessories,Summer,4.1,96.0,No,Next Day Air,Bank Transfer,2493
Dress,XL,Violet,Clothing,Fall,3.3,26.0,Yes,Next Day Air,Bank Transfer,292
Watch,Not Applicable,Black,Electronics,Autumn,4.0,662.1159090909091,No,Express,PayPal,4008
Socks,M,Violet,Clothing,Spring,3.3,94.0,No,Standard,Credit Card,3315
Shoes,M,Green,Footwear,Summer,4.0,277.3683027522936,Yes,Express,PayPal,4379
Shoes,M,Black,Footwear,Spring,3.5454545454545454,575.16,No,Standard,Debit Card,4098
Sandals,M,Purple,Footwear,Spring,3.5,52.0,No,Store Pickup,Debit Card,3374
Sunglasses,Free Size,Turquoise,Accessories,Spring,4.0,69.0,No,Free Shipping,Credit Card,1697
Phone,Not Applicable,Black,Electronics,Spring,2.9156626506024095,752.5371604938272,Yes,Express,Credit Card,4831
Boots,M,Indigo,Footwear,Summer,3.7,88.0,No,2-Day Shipping,Venmo,2198
Dress,L,Pink,Clothing,Summer,3.0,87.0,Yes,Standard,Venmo,704
Boots,S,Blue,Footwear,Fall,3.3,44.0,No,Express,Bank Transfer,2771
Dress,S,Teal,Clothing,Winter,3.1,64.0,Yes,Next Day Air,Cash,1629
Sandals,XL,Beige,Footwear,Summer,4.5,20.0,No,2-Day Shipping,Bank Transfer,2210
Hat,Free Size,Purple,Accessories,Fall,4.0,90.0,No,Free Shipping,Debit Card,2825
Sweater,L,Olive,Clothing,Spring,4.3,53.0,No,Store Pickup,Bank Transfer,3748
Hat,Free Size,Brown,Accessories,Fall,3.5,33.0,Yes,Store Pickup,Debit Card,980
Shoes,XL,Red,Footwear,Spring,3.5454545454545454,277.3683027522936,No,Standard,Credit Card,4733
Shorts,L,Teal,Clothing,Summer,3.5,96.0,Yes,Free Shipping,Bank Transfer,1182
Jewelry,Free Size,Olive,Accessories,Fall,3.0,76.0,Yes,Free Shipping,Venmo,355
Belt,Free Size,Gray,Accessories,Spring,3.5,22.0,No,Free Shipping,Cash,3068
Skirt,L,Peach,Clothing,Winter,3.6,90.0,Yes,2-Day Shipping,Bank Transfer,1136
Headphones,Not Applicable,Black,Electronics,Winter,3.1139240506329116,1397.54,No,Express,Credit Card,5006
Shoes,L,Turquoise,Footwear,Summer,2.9,29.0,Yes,Express,PayPal,193
Backpack,Free Size,Turquoise,Accessories,Fall,3.8,87.0,No,Next Day Air,Cash,3161
Sunglasses,Free Size,White,Accessories,Fall,3.1,85.0,No,Express,Venmo,1751
Hoodie,M,White,Clothing,Fall,3.9,73.0,Yes,Store Pickup,Debit Card,484
Scarf,Free Size,Olive,Accessories,Spring,2.9,29.0,Yes,Standard,Venmo,1203
Jacket,S,Lavender,Outerwear,Winter,3.2,32.0,No,Next Day Air,PayPal,2042
Headphones,Not Applicable,Green,Electronics,Summer,5.0,1456.31,Yes,Express,Cash,4408
Shoes,M,White,Footwear,Winter,3.5454545454545454,277.3683027522936,No,Standard,Debit Card,4508
Socks,M,Green,Clothing,Summer,3.2,85.0,Yes,Standard,PayPal,490
Shirt,L,Cyan,Clothing,Fall,4.2,67.0,No,2-Day Shipping,Credit Card,2358
Bag,Free Size,Black,Accessories,Winter,2.0,561.64,Yes,Express,PayPal,4986
Sneakers,XL,Olive,Footwear,Spring,4.0,27.0,No,Store Pickup,PayPal,2571
Handbag,Free Size,Lavender,Accessories,Summer,3.5,73.0,No,Next Day Air,Venmo,3087
Belt,Free Size,Red,Accessories,Winter,4.9,94.0,No,Store Pickup,Debit Card,1779
Hoodie,M,Green,Clothing,Spring,4.6,94.0,Yes,Store Pickup,Venmo,1212
Backpack,Free Size,Blue,Accessories,Spring,4.4,46.0,No,2-Day Shipping,PayPal,2057
Pants,XL,Charcoal,Clothing,Summer,2.5,58.0,No,Free Shipping,Credit Card,3302
Sandals,L,Orange,Footwear,Spring,4.0,89.0,No,Standard,Debit Card,2089
Sandals,S,Cyan,Footwear,Fall,3.4,91.0,Yes,Store Pickup,Venmo,1227
Bag,Free Size,White,Accessories,Autumn,3.159090909090909,124.66,No,Express,Cash,4771
Dress,M,Green,Clothing,Summer,3.4,99.0,No,Free Shipping,PayPal,2272
Dress,XL,Magenta,Clothing,Winter,3.3,29.0,No,2-Day Shipping,Cash,3869
Bag,Free Size,White,Accessories,Spring,4.0,737.5294936708862,No,Standard,Cash,4978
Shirt,S,Green,Clothing,Autumn,4.0,261.1362046204621,Yes,Express,Credit Card,4965
Jeans,M,Olive,Clothing,Summer,3.4,36.0,Yes,Standard,Venmo,950
Sweater,M,Orange,Clothing,Spring,4.1,80.0,Yes,Free Shipping,PayPal,581
Hoodie,M,Pink,Clothing,Winter,4.9,56.0,No,Express,Cash,1956
Headphones,Not Applicable,Green,Electronics,Spring,3.1139240506329116,825.1690217391305,No,Express,Credit Card,4755
Sweater,M,Olive,Clothing,Spring,3.9,54.0,Yes,2-Day Shipping,Venmo,268
Phone,Not Applicable,White,Electronics,Winter,3.0,1074.63,No,Standard,Cash,4527
Pants,L,Indigo,Clothing,Fall,4.6,68.0,No,Standard,Credit Card,3533
Jewelry,Free Size,Violet,Accessories,Spring,4.7,30.0,Yes,Express,Credit Card,257
Dress,S,Charcoal,Clothing,Fall,3.5,21.0,Yes,2-Day Shipping,Venmo,695
Shorts,M,Olive,Clothing,Spring,3.5,62.0,No,Free Shipping,PayPal,1814
Shirt,L,Cyan,Clothing,Spring,4.2,49.0,No,2-Day Shipping,Bank Transfer,3352
Bag,Free Size,White,Accessories,Spring,5.0,737.5294936708862,Yes,Express,PayPal,4286
Shirt,M,Maroon,Clothing,Fall,4.6,60.0,No,Store Pickup,Venmo,3683
Shirt,M,Green,Clothing,Winter,3.4741258741258743,261.1362046204621,Yes,Express,Cash,4056
Laptop,Not Applicable,Red,Electronics,Winter,3.1515151515151514,809.5398611111111,No,Standard,Credit Card,4168
Hat,Free Size,Purple,Accessories,Fall,4.0,38.0,No,Next Day Air,Cash,3884
Jewelry,Free Size,Lavender,Accessories,Winter,3.9,93.0,No,Store Pickup,PayPal,1764
Belt,Free Size,Purple,Accessories,Summer,4.9,65.0,Yes,Standard,PayPal,1119
Shorts,S,Yellow,Clothing,Spring,3.8,68.0,No,Express,Debit Card,2680
Shorts,M,Magenta,Clothing,Spring,4.6,95.0,No,Free Shipping,Bank Transfer,3541
Scarf,Free Size,Olive,Accessories,Spring,4.3,77.0,No,2-Day Shipping,Credit Card,2332
Shirt,M,Blue,Clothing,Summer,4.0,261.1362046204621,No,Standard,Debit Card,5020
Handbag,Free Size,Olive,Accessories,Summer,2.9,45.0,Yes,Store Pickup,Debit Card,814
Sweater,M,Red,Clothing,Spring,4.0,79.0,No,Store Pickup,Venmo,3407
Pants,M,Green,Clothing,Summer,3.3,90.0,Yes,Standard,Debit Card,20
Watch,Not Applicable,Red,Electronics,Summer,2.0,1124.29,Yes,Express,PayPal,4944
Handbag,Free Size,Olive,Accessories,Fall,4.9,33.0,No,2-Day Shipping,Cash,3351
Sneakers,L,Olive,Footwear,Spring,4.9,52.0,Yes,Express,Venmo,1491
Shirt,XL,Turquoise,Clothing,Fall,4.7,82.0,No,Store Pickup,Credit Card,1772
Phone,Not Applicable,Green,Electronics,Summer,2.9156626506024095,150.47,No,Standard,Debit Card,5097
Coat,M,Indigo,Outerwear,Spring,3.9,27.0,No,Standard,Venmo,2907
Scarf,Free Size,Green,Accessories,Winter,4.4,99.0,No,Express,PayPal,3626
Sandals,S,Yellow,Footwear,Summer,3.3,64.0,Yes,Standard,Bank Transfer,545
Watch,Not Applicable,White,Electronics,Winter,3.0759493670886076,662.1159090909091,Yes,Express,Debit Card,4549
Jacket,M,Brown,Outerwear,Summer,4.0,29.0,Yes,Standard,Credit Card,683
Coat,L,Silver,Outerwear,Fall,2.8,63.0,No,Standard,Cash,2063
Blouse,S,Lavender,Clothing,Spring,3.7,47.0,No,2-Day Shipping,Debit Card,3375
Dress,L,Cyan,Clothing,Spring,2.9,82.0,Yes,2-Day Shipping,Credit Card,1155
Watch,Not Applicable,Black,Electronics,Spring,1.0,662.1159090909091,No,Standard,PayPal,4913
Shirt,XL,Red,Clothing,Spring,3.4741258741258743,261.1362046204621,Yes,Standard,Credit Card,4340
Skirt,M,Teal,Clothing,Fall,4.2,60.0,No,Next Day Air,Venmo,2125
Watch,Not Applicable,Black,Electronics,Winter,3.0759493670886076,251.11,No,Express,PayPal,4166
Pants,L,Brown,Clothing,Winter,4.8,41.0,Yes,Next Day Air,Bank Transfer,1571
Headphones,Not Applicable,Green,Electronics,Autumn,3.0,825.1690217391305,Yes,Express,PayPal,4283
Laptop,Not Applicable,White,Electronics,Winter,3.1515151515151514,996.93,No,Express,Debit Card,4274
Bag,Free Size,Black,Accessories,Summer,3.159090909090909,737.5294936708862,Yes,Express,Debit Card,4640
Shoes,L,Green,Footwear,Summer,3.0,277.3683027522936,No,Standard,Debit Card,4203
Scarf,Free Size,Pink,Accessories,Spring,2.6,85.0,Yes,Store Pickup,PayPal,1009
Hoodie,M,Silver,Clothing,Fall,3.7,57.0,No,2-Day Shipping,Debit Card,3392
Backpack,Free Size,Pink,Accessories,Summer,3.4,83.0,No,Express,Credit Card,3250
Watch,Not Applicable,Blue,Electronics,Summer,3.0759493670886076,662.1159090909091,No,Express,Debit Card,4515
Shoes,L,Olive,Footwear,Summer,4.8,23.0,No,Standard,Debit Card,2682
Jeans,L,Indigo,Clothing,Winter,4.5,68.0,Yes,Express,Bank Transfer,1517
Sneakers,L,Pink,Footwear,Spring,4.6,46.0,No,Standard,Debit Card,2422
Backpack,Free Size,Magenta,Accessories,Summer,4.7,83.0,No,Express,PayPal,2734
Sunglasses,Free Size,Lavender,Accessories,Fall,4.8,51.0,No,Free Shipping,Venmo,3401
Backpack,Free Size,Lavender,Accessories,Winter,3.1,63.0,Yes,Free Shipping,Credit Card,1530
Dress,M,Cyan,Clothing,Winter,2.8,91.0,No,Standard,Credit Card,2767
Phone,Not Applicable,Black,Electronics,Autumn,5.0,1326.78,No,Express,Cash,4918
Watch,Not Applicable,Blue,Electronics,Spring,3.0759493670886076,662.1159090909091,Yes,Express,PayPal,4778
Dress,M,Violet,Clothing,Spring,4.7,51.0,Yes,Express,PayPal,14
Hoodie,S,Gold,Clothing,Spring,4.3,60.0,Yes,Store Pickup,Bank Transfer,1333
Gloves,Free Size,Brown,Accessories,Summer,4.4,38.0,No,Free Shipping,Venmo,3565
T-shirt,L,Gold,Clothing,Spring,4.9,62.0,No,Store Pickup,Debit Card,1806
Jeans,L,Lavender,Clothing,Winter,3.8,94.0,No,Standard,Cash,3786
Belt,Free Size,Silver,Accessories,Fall,2.7,56.0,Yes,Express,PayPal,910
Shoes,S,White,Footwear,Winter,3.8,50.0,No,Free Shipping,PayPal,3671
Sandals,L,Teal,Footwear,Summer,4.3,76.0,No,Free Shipping,Bank Transfer,3411
Scarf,Free Size,Olive,Accessories,Winter,3.4,34.0,Yes,Express,PayPal,371
Coat,S,Red,Outerwear,Summer,3.2,62.0,Yes,Standard,PayPal,983
Scarf,Free Size,Green,Accessories,Fall,3.1,57.0,No,Standard,Credit Card,3806
Blouse,M,Purple,Clothing,Summer,3.7,20.0,No,Express,Venmo,2580
Boots,M,Orange,Footwear,Summer,4.1,47.0,No,Free Shipping,Cash,2668
Phone,Not Applicable,Black,Electronics,Winter,5.0,849.62,Yes,Standard,Cash,4475
Laptop,Not Applicable,Green,Electronics,Summer,4.0,809.5398611111111,Yes,Express,Debit Card,4022
Shirt,M,White,Clothing,Autumn,3.0,210.55,No,Standard,PayPal,5056
Sandals,S,Pink,Footwear,Fall,4.5,81.0,No,Free Shipping,PayPal,3673
Boots,M,Maroon,Footwear,Summer,2.6,47.0,Yes,Store Pickup,Venmo,805
Jeans,XL,Yellow,Clothing,Summer,5.0,83.0,No,Express,Bank Transfer,1703
Shorts,M,Indigo,Clothing,Winter,3.6,54.0,Yes,Next Day Air,Venmo,126
Shirt,XL,Yellow,Clothing,Winter,4.6,64.0,No,Express,Debit Card,2391
Laptop,Not Applicable,Blue,Electronics,Summer,1.0,546.56,No,Express,PayPal,4392
Shorts,M,Gray,Clothing,Winter,2.7,67.0,No,Store Pickup,Cash,1959
Pants,S,Silver,Clothing,Spring,4.6,52.0,Yes,Free Shipping,Bank Transfer,1034
Coat,L,Black,Outerwear,Spring,4.0,100.0,Yes,Standard,Bank Transfer,1480
Blouse,M,Charcoal,Clothing,Spring,3.4,82.0,No,Free Shipping,Cash,3829
Bag,Free Size,Black,Accessories,Autumn,3.0,737.5294936708862,No,Express,Cash,4331
Shirt,M,Gray,Clothing,Fall,4.4,80.0,No,Standard,Credit Card,3743
T-shirt,M,White,Clothing,Spring,2.6,96.0,Yes,Free Shipping,Cash,362
Sandals,L,Brown,Footwear,Spring,2.7,21.0,No,Store Pickup,Credit Card,3253
Shoes,S,Blue,Footwear,Spring,3.5454545454545454,133.72,Yes,Express,Cash,5064
Sunglasses,Free Size,Blue,Accessories,Summer,4.5,77.0,No,2-Day Shipping,Cash,3022
Jacket,L,Brown,Outerwear,Winter,4.8,55.0,Yes,Express,Bank Transfer,1383
Pants,XL,Yellow,Clothing,Summer,3.8,51.0,Yes,Store Pickup,Bank Transfer,789
Blouse,M,Teal,Clothing,Fall,3.3,74.0,Yes,Store Pickup,Debit Card,679
Boots,M,Violet,Footwear,Fall,3.0,60.0,Yes,Standard,Debit Card,589
Jeans,M,Indigo,Clothing,Summer,2.8,29.0,Yes,Express,PayPal,412
Blouse,L,Lavender,Clothing,Summer,4.7,21.0,Yes,Store Pickup,Cash,1310
Blouse,M,Red,Clothing,Winter,3.9,78.0,Yes,2-Day Shipping,Credit Card,642
Blouse,M,Maroon,Clothing,Winter,2.7,99.0,No,Store Pickup,Venmo,2183
Jeans,S,Charcoal,Clothing,Winter,3.9,59.0,Yes,Next Day Air,PayPal,865
Jeans,M,Lavender,Clothing,Fall,2.5,93.0,No,Next Day Air,Cash,2584
Blouse,M,Magenta,Clothing,Fall,4.8,24.0,No,Standard,Credit Card,2778
Shoes,M,Turquoise,Footwear,Spring,3.6,26.0,Yes,Free Shipping,Cash,781
Shirt,M,Blue,Clothing,Summer,3.4741258741258743,242.07,Yes,Standard,Cash,4639
Gloves,Free Size,Charcoal,Accessories,Summer,2.7,33.0,No,Standard,PayPal,2044
Headphones,Not Applicable,Black,Electronics,Spring,4.0,628.28,No,Standard,Cash,4201
Shorts,M,Maroon,Clothing,Fall,4.2,76.0,Yes,Express,Credit Card,831
Shirt,M,Green,Clothing,Spring,4.3,94.0,No,Standard,Cash,3873
Scarf,Free Size,Gold,Accessories,Spring,3.3,81.0,No,2-Day Shipping,Bank Transfer,2360
Pants,XL,Lavender,Clothing,Summer,3.7,32.0,Yes,Free Shipping,Venmo,1217
Laptop,Not Applicable,Blue,Electronics,Summer,1.0,1025.93,No,Express,Cash,4185
