customer_id,age,gender,subscription_status,previous_purchases,frequency_of_purchases,location
1690,32,Male,No,32.0,Monthly,North Carolina
4035,67,Male,Yes,0.0,Monthly,Houston
4280,54,Male,No,2.0,Weekly,Houston
4259,69,Male,Yes,0.0,Weekly,New York
4293,27,Other,Yes,0.0,Quarterly,Houston
19,52,Male,Yes,17.0,Weekly,Montana
731,48,Male,Yes,28.0,Fortnightly,Massachusetts
786,46,Male,Yes,37.0,Fortnightly,Louisiana
1742,41,Male,No,20.0,Monthly,Delaware
4672,53,Other,Yes,11.0,Monthly,Chicago
3029,62,Female,No,7.0,Every 3 Months,California
3314,55,Female,No,45.0,Monthly,Kansas
4769,28,Male,No,0.0,Quarterly,Houston
2108,46,Male,No,35.0,Quarterly,Delaware
1031,58,Male,Yes,37.0,Quarterly,Kentucky
689,25,Male,Yes,44.0,Monthly,Michigan
311,56,Male,Yes,50.0,Fortnightly,Montana
2359,53,Male,No,38.0,Quarterly,Texas
15,64,Male,Yes,34.0,Weekly,New York
1299,29,Male,No,14.0,Fortnightly,Indiana
388,45,Male,Yes,38.0,Fortnightly,Georgia
4629,57,Male,Yes,0.0,Weekly,Chicago
4678,70,Female,No,0.0,Weekly,Houston
3558,52,Female,No,1.0,Every 3 Months,Nevada
2404,64,Male,No,40.0,Weekly,Missouri
3613,47,Female,No,26.0,Every 3 Months,Michigan
334,39,Male,Yes,15.0,Bi-Weekly,Alaska
4326,44,Other,No,31.0,Weekly,Houston
2926,54,Female,No,43.0,Every 3 Months,Illinois
465,23,Male,Yes,45.0,Monthly,Alabama
2370,24,Male,No,24.0,Monthly,Vermont
2406,69,Male,No,5.0,Quarterly,California
3651,51,Female,No,3.0,Annually,Ohio
233,54,Male,Yes,32.0,Bi-Weekly,Hawaii
2601,21,Male,No,6.0,Bi-Weekly,New York
735,65,Male,Yes,39.0,Every 3 Months,New Jersey
4194,46,Female,No,49.0,Weekly,Houston
3334,55,Female,No,3.0,Monthly,Minnesota
3421,19,Female,No,35.0,Bi-Weekly,Kentucky
5086,22,Male,No,18.0,Weekly,New York
3452,32,Female,No,13.0,Annually,Nevada
2421,41,Male,No,28.0,Annually,North Carolina
2621,27,Male,No,28.0,Annually,Ohio
2555,51,Male,No,49.0,Bi-Weekly,Kansas
4497,63,Female,No,0.0,Quarterly,New York
4385,59,Female,Yes,18.0,Quarterly,Houston
1736,58,Male,No,31.0,Annually,Texas
1495,43,Male,No,23.0,Fortnightly,Montana
1545,30,Male,No,17.0,Bi-Weekly,Arkansas
4477,40,Male,Yes,7.0,Monthly,Phoenix
2792,43,Female,No,14.0,Fortnightly,Iowa
4897,51,Male,Yes,0.0,Monthly,Houston
1123,70,Male,No,12.0,Annually,North Carolina
4398,62,Other,Yes,0.0,Monthly,Chicago
5094,19,Male,No,0.0,Weekly,Los Angeles
4551,64,Other,Yes,37.0,Quarterly,New York
637,41,Male,Yes,14.0,Every 3 Months,Wisconsin
2991,69,Female,No,24.0,Monthly,Illinois
1026,60,Male,Yes,15.0,Annually,Nebraska
437,40,Male,Yes,41.0,Weekly,Tennessee
1680,60,Male,No,24.0,Bi-Weekly,Massachusetts
4823,40,Male,No,0.0,Weekly,Houston
4922,27,Male,Yes,0.0,Monthly,Houston
4519,39,Female,No,0.0,Quarterly,New York
4758,45,Female,No,0.0,Weekly,Houston
3280,59,Female,No,1.0,Fortnightly,Wyoming
3527,20,Female,No,1.0,Every 3 Months,Massachusetts
4010,49,Female,No,7.0,Quarterly,New York
4307,57,Male,Yes,36.0,Weekly,Los Angeles
2269,66,Male,No,15.0,Monthly,Georgia
4836,66,Male,Yes,0.0,Monthly,Houston
326,70,Male,Yes,38.0,Annually,Vermont
4001,28,Other,No,0.0,Monthly,Los Angeles
1985,26,Male,No,26.0,Fortnightly,West Virginia
4954,18,Male,No,41.0,Monthly,Houston
3449,18,Female,No,32.0,Fortnightly,Kentucky
1795,60,Male,No,21.0,Fortnightly,Ohio
4362,64,Male,Yes,0.0,Quarterly,Chicago
1467,58,Male,No,3.0,Annually,Alabama
3186,52,Female,No,6.0,Annually,Ohio
4453,24,Female,Yes,47.0,Monthly,Houston
69,57,Male,Yes,21.0,Every 3 Months,Utah
863,19,Male,Yes,13.0,Fortnightly,Arkansas
2887,42,Female,No,29.0,Weekly,Utah
1197,30,Male,No,13.0,Bi-Weekly,North Dakota
56,40,Male,Yes,49.0,Annually,South Carolina
618,50,Male,Yes,2.0,Quarterly,Colorado
4451,20,Female,No,0.0,Monthly,Chicago
4802,58,Female,No,0.0,Quarterly,Phoenix
1142,39,Male,No,23.0,Fortnightly,Ohio
1237,42,Male,No,35.0,Every 3 Months,New Mexico
2987,62,Female,No,16.0,Monthly,Arizona
2341,63,Male,No,37.0,Fortnightly,Delaware
480,39,Male,Yes,43.0,Monthly,Iowa
1088,45,Male,No,7.0,Monthly,West Virginia
120,38,Male,Yes,44.0,Annually,Wyoming
398,22,Male,Yes,26.0,Annually,Mississippi
2101,68,Male,No,36.0,Fortnightly,Michigan
1336,56,Male,No,26.0,Weekly,Nevada
4154,54,Male,Yes,0.0,Monthly,Los Angeles
2522,29,Male,No,18.0,Every 3 Months,Minnesota
4736,46,Other,Yes,0.0,Monthly,Phoenix
2779,70,Female,No,24.0,Bi-Weekly,Pennsylvania
132,28,Male,Yes,46.0,Weekly,Maine
361,51,Male,Yes,18.0,Fortnightly,Rhode Island
4423,66,Female,Yes,6.0,Monthly,Los Angeles
4963,27,Female,No,0.0,Quarterly,Phoenix
297,25,Male,Yes,19.0,Weekly,Indiana
2199,57,Male,No,35.0,Monthly,New York
2426,58,Male,No,34.0,Quarterly,North Dakota
970,40,Male,Yes,37.0,Monthly,California
4413,26,Other,Yes,24.0,Weekly,Phoenix
1173,59,Male,No,42.0,Bi-Weekly,Oregon
417,36,Male,Yes,24.0,Fortnightly,Oregon
4043,65,Male,No,0.0,Quarterly,Los Angeles
4595,47,Male,No,32.0,Quarterly,Houston
1361,56,Male,No,4.0,Annually,Alabama
596,30,Male,Yes,47.0,Quarterly,Delaware
3204,63,Female,No,14.0,Annually,New Jersey
3104,27,Female,No,42.0,Weekly,Illinois
1700,20,Male,No,34.0,Annually,North Dakota
1937,70,Male,No,44.0,Every 3 Months,Minnesota
3276,43,Female,No,2.0,Weekly,Alabama
4,21,Male,Yes,49.0,Weekly,Rhode Island
2847,50,Female,No,15.0,Bi-Weekly,Oklahoma
2598,60,Male,No,13.0,Bi-Weekly,Alabama
61,50,Male,Yes,17.0,Weekly,Idaho
3042,48,Female,No,27.0,Monthly,Rhode Island
5003,47,Other,No,0.0,Monthly,Phoenix
2496,40,Male,No,34.0,Every 3 Months,Nebraska
544,53,Male,Yes,11.0,Monthly,Alabama
1722,34,Male,No,24.0,Monthly,Delaware
884,28,Male,Yes,30.0,Monthly,Pennsylvania
3837,62,Female,No,38.0,Fortnightly,Alaska
3875,70,Female,No,33.0,Bi-Weekly,Nevada
1554,27,Male,No,21.0,Quarterly,Delaware
4456,66,Male,Yes,6.0,Monthly,New York
2052,65,Male,No,14.0,Monthly,Massachusetts
2630,61,Male,No,25.0,Annually,New Hampshire
244,25,Male,Yes,4.0,Monthly,Kentucky
1542,24,Male,No,35.0,Bi-Weekly,Illinois
3637,50,Female,No,36.0,Weekly,California
2994,32,Female,No,18.0,Bi-Weekly,Kansas
4516,18,Female,No,0.0,Quarterly,New York
2447,38,Male,No,7.0,Monthly,Alaska
1521,21,Male,No,39.0,Quarterly,Iowa
96,37,Male,Yes,48.0,Monthly,Missouri
2978,38,Female,No,20.0,Annually,Washington
4136,70,Other,Yes,0.0,Monthly,New York
862,46,Male,Yes,35.0,Every 3 Months,Virginia
3079,32,Female,No,24.0,Bi-Weekly,Alaska
4908,21,Other,No,0.0,Weekly,New York
100,26,Male,Yes,33.0,Quarterly,Missouri
3825,54,Female,No,31.0,Quarterly,Georgia
2410,26,Male,No,47.0,Every 3 Months,Washington
440,62,Male,Yes,31.0,Monthly,Idaho
2548,47,Male,No,16.0,Weekly,Mississippi
1420,43,Male,No,4.0,Quarterly,Montana
829,24,Male,Yes,27.0,Bi-Weekly,Nevada
4793,33,Other,No,28.0,Weekly,New York
3174,69,Female,No,32.0,Fortnightly,Washington
2908,19,Female,No,50.0,Bi-Weekly,Maryland
4679,31,Male,Yes,0.0,Monthly,Los Angeles
4646,34,Female,No,0.0,Weekly,New York
176,53,Male,Yes,2.0,Annually,Oklahoma
3652,20,Female,No,5.0,Every 3 Months,Arizona
4734,52,Female,Yes,0.0,Weekly,Phoenix
4935,62,Male,Yes,20.0,Quarterly,New York
772,22,Male,Yes,34.0,Fortnightly,Hawaii
3180,57,Female,No,12.0,Bi-Weekly,Idaho
2821,26,Female,No,5.0,Bi-Weekly,Vermont
4942,62,Female,No,0.0,Monthly,Los Angeles
992,20,Male,Yes,40.0,Bi-Weekly,Wisconsin
2899,23,Female,No,29.0,Annually,New Jersey
4652,70,Female,Yes,0.0,Weekly,Los Angeles
66,65,Male,Yes,44.0,Every 3 Months,New Jersey
4266,23,Female,Yes,22.0,Weekly,Phoenix
3103,51,Female,No,29.0,Bi-Weekly,South Dakota
4468,64,Male,No,19.0,Weekly,New York
2704,56,Female,No,34.0,Weekly,Tennessee
3410,24,Female,No,3.0,Every 3 Months,Minnesota
4550,65,Male,No,17.0,Quarterly,Chicago
2559,49,Male,No,24.0,Fortnightly,California
4132,62,Male,No,0.0,Weekly,Los Angeles
1566,58,Male,No,48.0,Annually,Idaho
1595,40,Male,No,3.0,Fortnightly,Colorado
4664,38,Female,Yes,0.0,Quarterly,Los Angeles
1331,30,Male,No,20.0,Bi-Weekly,Vermont
1613,18,Male,No,26.0,Monthly,Wisconsin
121,64,Male,Yes,32.0,Annually,West Virginia
4439,55,Other,Yes,0.0,Weekly,New York
2504,69,Male,No,5.0,Bi-Weekly,Ohio
4553,70,Female,Yes,0.0,Monthly,Chicago
1129,56,Male,No,35.0,Monthly,New York
2187,55,Male,No,6.0,Every 3 Months,New Mexico
4151,64,Male,No,0.0,Weekly,New York
2008,26,Male,No,8.0,Quarterly,Virginia
4706,52,Male,No,0.0,Monthly,Houston
627,31,Male,Yes,10.0,Annually,New Hampshire
2912,28,Female,No,34.0,Quarterly,Ohio
3181,18,Female,No,46.0,Weekly,Montana
340,40,Male,Yes,21.0,Every 3 Months,Pennsylvania
3219,37,Female,No,49.0,Monthly,Florida
2086,69,Male,No,38.0,Weekly,New York
3780,60,Female,No,45.0,Annually,California
367,64,Male,Yes,37.0,Fortnightly,Nebraska
4775,57,Female,Yes,0.0,Weekly,New York
4239,59,Female,Yes,14.0,Monthly,Chicago
2665,22,Female,No,37.0,Weekly,Illinois
1519,68,Male,No,14.0,Fortnightly,New York
108,28,Male,Yes,46.0,Fortnightly,Maryland
1100,19,Male,No,45.0,Fortnightly,North Carolina
990,70,Male,Yes,2.0,Monthly,Texas
3356,40,Female,No,3.0,Bi-Weekly,Delaware
4932,57,Other,Yes,0.0,Quarterly,Phoenix
2686,56,Female,No,49.0,Quarterly,Virginia
4127,38,Other,No,10.0,Monthly,Chicago
808,27,Male,Yes,15.0,Weekly,New York
3400,40,Female,No,36.0,Annually,Montana
5051,34,Female,Yes,11.0,Quarterly,Houston
1158,37,Male,No,11.0,Quarterly,Maryland
914,37,Male,Yes,29.0,Every 3 Months,Utah
1078,58,Male,No,5.0,Quarterly,West Virginia
1488,40,Male,No,26.0,Annually,Arizona
3189,42,Female,No,39.0,Monthly,Vermont
1087,53,Male,No,27.0,Bi-Weekly,Alaska
1609,26,Male,No,12.0,Bi-Weekly,Nebraska
1303,23,Male,No,37.0,Monthly,Idaho
3664,65,Female,No,49.0,Weekly,Florida
751,25,Male,Yes,5.0,Annually,Maryland
3816,32,Female,No,12.0,Fortnightly,Maine
726,61,Male,Yes,33.0,Fortnightly,Texas
3520,31,Female,No,14.0,Fortnightly,Wisconsin
2489,56,Male,No,30.0,Monthly,New Hampshire
4045,52,Female,No,0.0,Weekly,Houston
3289,67,Female,No,19.0,Bi-Weekly,South Carolina
4653,50,Female,Yes,3.0,Quarterly,Los Angeles
1395,26,Male,No,39.0,Weekly,Iowa
1989,46,Male,No,26.0,Weekly,Virginia
3048,21,Female,No,3.0,Bi-Weekly,Vermont
226,25,Male,Yes,11.0,Annually,Arkansas
3676,70,Female,No,3.0,Monthly,Virginia
191,65,Male,Yes,48.0,Quarterly,Indiana
4876,67,Other,No,18.0,Weekly,Los Angeles
1183,37,Male,No,45.0,Quarterly,New Mexico
3143,23,Female,No,1.0,Quarterly,Kansas
3202,46,Female,No,34.0,Monthly,Vermont
4532,25,Male,No,0.0,Quarterly,Los Angeles
1006,43,Male,Yes,5.0,Bi-Weekly,New York
3247,70,Female,No,37.0,Monthly,Michigan
251,33,Male,Yes,9.0,Weekly,Mississippi
3517,34,Female,No,38.0,Bi-Weekly,South Carolina
4860,69,Other,No,23.0,Monthly,Phoenix
98,21,Male,Yes,37.0,Annually,Virginia
1641,65,Male,No,13.0,Weekly,Tennessee
3899,44,Female,No,24.0,Weekly,Minnesota
4277,38,Female,No,0.0,Weekly,Phoenix
595,35,Male,Yes,6.0,Monthly,Oklahoma
949,49,Male,Yes,11.0,Every 3 Months,Alabama
2643,39,Male,No,48.0,Annually,Iowa
2499,18,Male,No,38.0,Fortnightly,Massachusetts
453,45,Male,Yes,39.0,Fortnightly,Missouri
3753,24,Female,No,43.0,Weekly,Washington
3887,37,Female,No,40.0,Quarterly,Iowa
403,31,Male,Yes,26.0,Monthly,California
34,54,Male,Yes,45.0,Quarterly,Colorado
2814,45,Female,No,39.0,Quarterly,Vermont
918,69,Male,Yes,11.0,Quarterly,Missouri
2151,57,Male,No,12.0,Weekly,Illinois
3041,18,Female,No,10.0,Fortnightly,Nebraska
1839,37,Male,No,11.0,Quarterly,Vermont
4102,32,Male,No,2.0,Quarterly,Los Angeles
881,39,Male,Yes,25.0,Monthly,Nevada
4099,66,Other,No,8.0,Weekly,Los Angeles
4620,53,Female,No,0.0,Weekly,New York
3381,41,Female,No,6.0,Every 3 Months,North Dakota
1626,34,Male,No,3.0,Bi-Weekly,Minnesota
4624,23,Other,No,26.0,Weekly,Houston
540,49,Male,Yes,49.0,Weekly,Wyoming
3191,41,Female,No,5.0,Fortnightly,California
3817,29,Female,No,45.0,Fortnightly,Maryland
2227,22,Male,No,28.0,Annually,Missouri
3487,51,Female,No,6.0,Weekly,North Carolina
1820,51,Male,No,50.0,Quarterly,Nevada
3320,23,Female,No,17.0,Every 3 Months,North Dakota
24,31,Male,Yes,40.0,Weekly,Oklahoma
3857,39,Female,No,8.0,Quarterly,Virginia
3430,27,Female,No,34.0,Weekly,Alaska
3545,64,Female,No,42.0,Every 3 Months,Wisconsin
1972,54,Male,No,1.0,Monthly,Pennsylvania
1896,31,Male,No,3.0,Monthly,Washington
2420,26,Male,No,11.0,Every 3 Months,North Carolina
4655,43,Male,Yes,0.0,Weekly,Phoenix
2281,22,Male,No,31.0,Fortnightly,Kentucky
2999,31,Female,No,30.0,Quarterly,Alaska
291,58,Male,Yes,50.0,Weekly,Colorado
3361,22,Female,No,47.0,Every 3 Months,Minnesota
2754,69,Female,No,48.0,Quarterly,Rhode Island
4645,19,Male,No,0.0,Weekly,Los Angeles
701,57,Male,Yes,5.0,Monthly,Wisconsin
1127,23,Male,No,47.0,Fortnightly,Iowa
2802,64,Female,No,30.0,Annually,New Mexico
5010,68,Other,No,46.0,Quarterly,New York
3860,65,Female,No,47.0,Bi-Weekly,Mississippi
35,36,Male,Yes,38.0,Quarterly,North Dakota
3107,62,Female,No,20.0,Annually,Alabama
3469,36,Female,No,36.0,Quarterly,Ohio
131,44,Male,Yes,13.0,Fortnightly,Kentucky
3888,40,Female,No,1.0,Quarterly,Kansas
4253,59,Female,Yes,49.0,Weekly,Chicago
1720,45,Male,No,8.0,Quarterly,Maryland
3500,22,Female,No,13.0,Every 3 Months,New Jersey
122,19,Male,Yes,11.0,Fortnightly,Virginia
2667,49,Female,No,14.0,Fortnightly,Ohio
586,69,Male,Yes,5.0,Every 3 Months,South Carolina
4278,57,Male,Yes,5.0,Weekly,Houston
3710,31,Female,No,27.0,Quarterly,Utah
2938,28,Female,No,15.0,Weekly,West Virginia
2512,54,Male,No,1.0,Quarterly,Idaho
136,43,Male,Yes,12.0,Quarterly,Kansas
1434,70,Male,No,45.0,Weekly,Minnesota
4887,64,Other,Yes,0.0,Weekly,Chicago
2490,66,Male,No,50.0,Quarterly,South Dakota
73,18,Male,Yes,21.0,Every 3 Months,Georgia
451,25,Male,Yes,19.0,Monthly,Connecticut
1818,32,Male,No,20.0,Weekly,Delaware
1266,32,Male,No,27.0,Weekly,Louisiana
4830,34,Other,Yes,22.0,Quarterly,Houston
4583,20,Other,Yes,32.0,Quarterly,New York
2088,54,Male,No,1.0,Weekly,Wisconsin
2197,25,Male,No,31.0,Weekly,Vermont
4693,60,Male,Yes,0.0,Monthly,Chicago
3835,43,Female,No,17.0,Quarterly,Tennessee
2182,22,Male,No,32.0,Bi-Weekly,Hawaii
3423,19,Female,No,9.0,Monthly,New York
569,44,Male,Yes,36.0,Monthly,Utah
2482,41,Male,No,35.0,Weekly,New Jersey
663,24,Male,Yes,39.0,Bi-Weekly,Illinois
1782,31,Male,No,49.0,Quarterly,Iowa
1028,33,Male,Yes,11.0,Monthly,Ohio
3277,39,Female,No,41.0,Every 3 Months,South Dakota
4990,32,Female,No,44.0,Monthly,Phoenix
2069,70,Male,No,44.0,Monthly,Vermont
496,33,Male,Yes,6.0,Fortnightly,Michigan
3026,40,Female,No,7.0,Monthly,Montana
3539,56,Female,No,21.0,Monthly,Iowa
3524,49,Female,No,30.0,Fortnightly,Nevada
1500,19,Male,No,24.0,Every 3 Months,Georgia
1439,58,Male,No,24.0,Monthly,Washington
552,29,Male,Yes,27.0,Bi-Weekly,Idaho
3408,46,Female,No,20.0,Quarterly,Alabama
745,67,Male,Yes,42.0,Bi-Weekly,Illinois
3894,21,Female,No,29.0,Bi-Weekly,Massachusetts
2655,23,Female,No,4.0,Annually,Idaho
2093,42,Male,No,27.0,Weekly,Minnesota
1737,57,Male,No,43.0,Quarterly,Tennessee
1344,68,Male,No,34.0,Monthly,Florida
4772,50,Female,Yes,18.0,Weekly,Los Angeles
5040,27,Male,No,36.0,Quarterly,Chicago
2884,22,Female,No,10.0,Weekly,Rhode Island
3480,46,Female,No,41.0,Monthly,New York
3713,51,Female,No,24.0,Quarterly,Oregon
4131,44,Male,No,0.0,Weekly,Los Angeles
4140,70,Female,No,0.0,Weekly,New York
2605,47,Male,No,6.0,Weekly,Colorado
1923,18,Male,No,9.0,Monthly,Kentucky
2703,70,Female,No,39.0,Fortnightly,Texas
522,36,Male,Yes,50.0,Annually,Vermont
1196,25,Male,No,33.0,Monthly,Texas
342,20,Male,Yes,40.0,Bi-Weekly,Utah
3100,42,Female,No,21.0,Bi-Weekly,Michigan
1535,55,Male,No,26.0,Fortnightly,Wyoming
3821,34,Female,No,34.0,Quarterly,New Hampshire
1461,70,Male,No,33.0,Bi-Weekly,Pennsylvania
2558,70,Male,No,17.0,Fortnightly,Oklahoma
4065,23,Male,Yes,0.0,Quarterly,Phoenix
2082,24,Male,No,48.0,Bi-Weekly,Alabama
1871,43,Male,No,27.0,Fortnightly,Wyoming
1301,67,Male,No,47.0,Every 3 Months,West Virginia
873,56,Male,Yes,25.0,Quarterly,North Dakota
4031,44,Other,Yes,0.0,Monthly,New York
1036,61,Male,Yes,32.0,Annually,Georgia
3260,57,Female,No,5.0,Every 3 Months,Oklahoma
240,49,Male,Yes,47.0,Bi-Weekly,Vermont
194,36,Male,Yes,29.0,Annually,North Dakota
2122,43,Male,No,32.0,Monthly,Alaska
2652,51,Male,No,27.0,Quarterly,Tennessee
1205,67,Male,No,20.0,Every 3 Months,Florida
1431,48,Male,No,3.0,Fortnightly,Michigan
2113,43,Male,No,7.0,Fortnightly,Tennessee
1983,41,Male,No,32.0,Monthly,Kansas
5074,24,Other,Yes,0.0,Weekly,Chicago
1513,60,Male,No,18.0,Bi-Weekly,Wisconsin
31,57,Male,Yes,16.0,Monthly,North Carolina
1712,21,Male,No,19.0,Monthly,North Carolina
948,57,Male,Yes,6.0,Every 3 Months,Indiana
3488,25,Female,No,39.0,Annually,West Virginia
4573,23,Male,No,3.0,Quarterly,Phoenix
4211,58,Other,Yes,0.0,Weekly,Chicago
1316,56,Male,No,29.0,Quarterly,Mississippi
1924,64,Male,No,7.0,Annually,Nebraska
2373,50,Male,No,9.0,Fortnightly,Alabama
4407,33,Male,Yes,0.0,Monthly,New York
4839,43,Male,Yes,30.0,Quarterly,Houston
1281,30,Male,No,39.0,Every 3 Months,Georgia
4727,28,Other,Yes,9.0,Weekly,New York
943,26,Male,Yes,38.0,Bi-Weekly,Arizona
3237,63,Female,No,8.0,Monthly,South Carolina
1320,65,Male,No,48.0,Weekly,Oklahoma
4749,59,Female,Yes,14.0,Weekly,Los Angeles
495,38,Male,Yes,42.0,Weekly,Indiana
5093,28,Other,No,0.0,Monthly,Los Angeles
857,55,Male,Yes,47.0,Fortnightly,Alaska
2611,66,Male,No,25.0,Quarterly,West Virginia
1013,28,Male,Yes,27.0,Annually,New Mexico
3196,68,Female,No,36.0,Quarterly,Missouri
1603,54,Male,No,13.0,Fortnightly,West Virginia
2782,65,Female,No,33.0,Weekly,Mississippi
1660,53,Male,No,44.0,Annually,Utah
2143,47,Male,No,21.0,Quarterly,North Dakota
4187,44,Male,Yes,16.0,Monthly,Los Angeles
1053,60,Male,Yes,1.0,Fortnightly,Virginia
2720,69,Female,No,4.0,Monthly,Louisiana
4735,56,Other,Yes,31.0,Weekly,Houston
2589,44,Male,No,38.0,Bi-Weekly,Delaware
4858,20,Other,No,40.0,Weekly,Chicago
4536,41,Male,No,0.0,Weekly,New York
5076,53,Male,No,50.0,Monthly,Los Angeles
590,28,Male,Yes,40.0,Annually,Minnesota
4429,42,Other,Yes,0.0,Weekly,Phoenix
128,24,Male,Yes,26.0,Weekly,Mississippi
1870,18,Male,No,16.0,Every 3 Months,West Virginia
932,24,Male,No,24.0,Fortnightly,Nebraska
3299,65,Female,No,6.0,Every 3 Months,New Mexico
2819,46,Female,No,12.0,Annually,California
2715,53,Female,No,16.0,Bi-Weekly,Iowa
208,62,Male,Yes,17.0,Bi-Weekly,Rhode Island
2234,38,Male,No,48.0,Monthly,Florida
3055,42,Female,No,34.0,Monthly,New Hampshire
1457,59,Male,No,30.0,Every 3 Months,Montana
2467,32,Male,No,37.0,Annually,South Dakota
2833,29,Female,No,40.0,Quarterly,Maryland
2006,18,Male,No,30.0,Fortnightly,Tennessee
1597,42,Male,No,15.0,Monthly,Mississippi
1803,57,Male,No,31.0,Bi-Weekly,Rhode Island
2012,57,Male,No,4.0,Monthly,West Virginia
2158,41,Male,No,41.0,Fortnightly,Mississippi
4826,66,Other,No,50.0,Quarterly,Houston
3736,38,Female,No,29.0,Annually,Massachusetts
1549,69,Male,No,43.0,Weekly,Maryland
87,24,Male,Yes,47.0,Bi-Weekly,Nevada
4547,66,Female,Yes,30.0,Quarterly,Phoenix
4580,53,Other,No,22.0,Quarterly,Houston
646,62,Male,Yes,15.0,Bi-Weekly,Oklahoma
2527,47,Male,No,30.0,Bi-Weekly,Rhode Island
2714,19,Female,No,20.0,Annually,Mississippi
4403,70,Other,Yes,20.0,Weekly,New York
2080,32,Male,No,16.0,Quarterly,Montana
2107,60,Male,No,40.0,Every 3 Months,Vermont
3796,45,Female,No,3.0,Weekly,Arkansas
1675,35,Male,No,10.0,Fortnightly,Alaska
3071,52,Female,No,43.0,Bi-Weekly,Alabama
4181,34,Female,No,7.0,Monthly,Los Angeles
3334,55,Female,No,3.0,Monthly,Minnesota
1082,62,Male,No,45.0,Annually,Idaho
262,21,Male,Yes,21.0,Annually,California
2528,19,Male,No,33.0,Every 3 Months,Illinois
2763,58,Female,No,10.0,Every 3 Months,Georgia
1131,67,Male,No,30.0,Bi-Weekly,Kentucky
4376,64,Female,No,0.0,Monthly,Phoenix
2380,40,Male,No,22.0,Monthly,South Dakota
1242,58,Male,No,34.0,Weekly,Hawaii
4702,26,Female,Yes,30.0,Monthly,Houston
3091,29,Female,No,15.0,Quarterly,Texas
1957,70,Male,No,20.0,Fortnightly,Oklahoma
921,37,Male,Yes,37.0,Weekly,Arkansas
2924,28,Female,No,12.0,Quarterly,Pennsylvania
4521,31,Other,No,7.0,Weekly,Houston
3131,52,Female,No,34.0,Every 3 Months,Vermont
2231,52,Male,No,33.0,Fortnightly,Colorado
460,63,Male,Yes,27.0,Fortnightly,Maryland
2246,49,Male,No,45.0,Fortnightly,Delaware
276,48,Male,Yes,13.0,Weekly,Virginia
866,64,Male,Yes,23.0,Annually,Colorado
86,53,Male,Yes,2.0,Bi-Weekly,New Mexico
3094,29,Female,No,17.0,Every 3 Months,Pennsylvania
2593,23,Male,No,13.0,Quarterly,Iowa
3757,64,Female,No,42.0,Bi-Weekly,South Carolina
3431,67,Female,No,17.0,Every 3 Months,Montana
971,45,Male,Yes,4.0,Monthly,California
2531,25,Male,No,28.0,Weekly,Massachusetts
3462,51,Female,No,47.0,Quarterly,Wyoming
4779,36,Other,Yes,50.0,Quarterly,New York
1591,54,Male,No,8.0,Annually,Wisconsin
2066,27,Male,No,6.0,Bi-Weekly,Oregon
2455,32,Male,No,33.0,Annually,Alaska
1188,56,Male,No,37.0,Every 3 Months,Iowa
3503,31,Female,No,26.0,Quarterly,Massachusetts
973,61,Male,Yes,33.0,Weekly,Colorado
1763,36,Male,No,41.0,Fortnightly,Idaho
901,54,Male,Yes,42.0,Quarterly,West Virginia
4206,57,Female,No,0.0,Quarterly,Houston
1177,36,Male,No,39.0,Quarterly,Oregon
2423,30,Male,No,45.0,Weekly,Georgia
4265,63,Other,Yes,0.0,Monthly,Houston
372,27,Male,Yes,47.0,Monthly,North Carolina
3399,54,Female,No,44.0,Fortnightly,Montana
1372,40,Male,No,42.0,Monthly,Mississippi
189,50,Male,Yes,5.0,Bi-Weekly,Arkansas
3084,22,Female,No,28.0,Quarterly,Illinois
650,53,Male,Yes,33.0,Every 3 Months,Delaware
4294,25,Other,No,20.0,Quarterly,Houston
1888,64,Male,No,3.0,Monthly,North Dakota
4393,48,Male,No,43.0,Weekly,Houston
1146,31,Male,No,30.0,Every 3 Months,Nevada
3236,27,Female,No,18.0,Monthly,Kansas
4982,66,Female,Yes,0.0,Weekly,Los Angeles
2672,37,Female,No,41.0,Every 3 Months,Alabama
3344,24,Female,No,6.0,Bi-Weekly,Kentucky
2824,26,Female,No,47.0,Bi-Weekly,Utah
4216,56,Female,Yes,8.0,Monthly,Los Angeles
2371,51,Male,No,38.0,Weekly,Alaska
4112,51,Female,Yes,0.0,Monthly,Phoenix
4490,34,Female,Yes,10.0,Monthly,New York
308,29,Male,Yes,3.0,Every 3 Months,Florida
3152,52,Female,No,47.0,Quarterly,New Mexico
543,27,Male,Yes,35.0,Bi-Weekly,Illinois
2920,64,Female,No,31.0,Monthly,Minnesota
3663,69,Female,No,11.0,Weekly,Rhode Island
859,19,Male,Yes,33.0,Weekly,Oklahoma
1422,68,Male,No,24.0,Fortnightly,Pennsylvania
1085,34,Male,No,48.0,Quarterly,Arkansas
1121,22,Male,No,40.0,Monthly,Pennsylvania
2984,60,Female,No,1.0,Quarterly,West Virginia
2657,52,Female,No,29.0,Fortnightly,Indiana
2288,66,Male,No,6.0,Annually,Nebraska
647,51,Male,Yes,19.0,Bi-Weekly,Indiana
839,33,Male,Yes,49.0,Annually,Kentucky
2180,49,Male,No,14.0,Monthly,Delaware
868,37,Male,Yes,23.0,Fortnightly,Colorado
1653,65,Male,No,1.0,Fortnightly,New Mexico
17,25,Male,No,44.0,Bi-Weekly,Alabama
